OrderId,Date,Region,SalesPerson,Product,Category,Quantity,UnitPrice,Discount,CostPrice
466,2024-02-25,East,Eva,Keyboard,Accessories,25,37.9,0.15,20.68
467,2024-03-08,North,Charlie,Chair,Furniture,20,108.74,0.05,63.86
468,2024-05-27,South,Sophia,Laptop,Electronics,11,1453.52,0.05,1250.67
469,2024-01-01,East,Alice,Mouse,Accessories,17,21.53,0.05,20.0
470,2024-04-15,East,Eva,Desk,Furniture,28,263.44,0.12,163.41
471,2024-03-03,West,Alice,Chair,Furniture,29,81.88,0.15,43.56
472,2024-05-30,North,Sophia,Chair,Furniture,11,74.26,0,40.99
473,2024-02-01,North,Alice,Mouse,Accessories,30,20.65,0.2,13.74
474,2024-02-21,East,David,Monitor,Electronics,20,318.68,0.1,181.62
475,2024-06-14,West,Liam,Monitor,Electronics,20,250.68,0.1,256.31
476,2024-03-18,West,Eva,Monitor,Electronics,16,376.71,0.05,159.7
477,2024-02-13,East,Alice,Keyboard,Accessories,18,50.18,0.12,32.53
478,2024-04-03,South,David,Mouse,Accessories,24,22.79,0.12,14.36
479,2024-04-15,South,David,Desk,Furniture,13,180.27,0,168.85
480,2024-05-20,South,Eva,Monitor,Electronics,5,315.5,0.15,203.7
481,2024-06-20,East,David,Desk,Furniture,23,277.22,0.2,86.68
482,2024-01-25,North,David,Monitor,Electronics,21,320.56,0.1,283.04
483,2024-02-21,West,Sophia,Desk,Furniture,30,219.94,0.1,91.44
484,2024-06-18,West,Liam,Laptop,Electronics,26,1208.83,0.05,959.27
485,2024-02-27,South,Sophia,Chair,Furniture,28,137.96,0.15,94.56
486,2024-04-29,East,Eva,Keyboard,Accessories,18,38.0,0.2,26.01
487,2024-05-16,South,Eva,Desk,Furniture,22,206.54,0.2,151.19
488,2024-03-08,East,Eva,Keyboard,Accessories,25,46.39,0.15,26.88
489,2024-05-26,South,Bob,Desk,Furniture,3,249.31,0.2,94.15
490,2024-06-13,West,Eva,Keyboard,Accessories,30,54.85,0.12,20.94
491,2024-03-23,East,Charlie,Headphones,Electronics,3,69.37,0.2,56.88
492,2024-04-22,East,Bob,Laptop,Electronics,29,1233.88,0,1261.89
493,2024-05-22,East,Eva,Headphones,Electronics,8,75.74,0.2,48.36
494,2024-01-12,West,Charlie,Laptop,Electronics,3,1203.63,0.2,976.2
495,2024-02-16,West,Liam,Chair,Furniture,1,87.65,0.12,93.98
496,2024-03-27,North,Eva,Laptop,Electronics,6,1400.72,0,1277.07
497,2024-06-14,East,David,Keyboard,Accessories,14,48.08,0,32.52
498,2024-05-07,North,Alice,Headphones,Electronics,27,143.78,0.12,71.35
499,2024-06-11,West,Eva,Monitor,Electronics,11,320.87,0,281.29
500,2024-02-07,North,Liam,Desk,Furniture,6,158.28,0.05,87.29
501,2024-06-03,South,Eva,Headphones,Electronics,28,108.6,0.12,52.67
502,2024-01-23,East,Charlie,Mouse,Accessories,22,16.98,0.12,10.86
503,2024-02-18,West,Bob,Desk,Furniture,11,232.84,0,177.67
504,2024-06-20,North,Eva,Headphones,Electronics,18,83.83,0.2,71.34
505,2024-04-15,West,Eva,Chair,Furniture,9,158.56,0.12,75.42
506,2024-04-09,North,Liam,Headphones,Electronics,1,139.33,0.12,88.05
507,2024-05-16,South,Charlie,Keyboard,Accessories,20,54.83,0.15,27.09
508,2024-01-18,North,Sophia,Chair,Furniture,21,117.02,0.12,86.24
509,2024-05-18,East,Charlie,Headphones,Electronics,29,109.23,0.1,87.68
510,2024-01-20,South,Bob,Monitor,Electronics,4,309.01,0.12,215.15
511,2024-04-27,West,Bob,Headphones,Electronics,22,94.64,0.2,70.57
512,2024-06-02,East,Charlie,Laptop,Electronics,9,1240.23,0,919.76
513,2024-06-27,North,David,Laptop,Electronics,25,1371.39,0.15,1395.25
514,2024-04-24,East,Eva,Laptop,Electronics,18,1603.99,0.12,1076.09
515,2024-02-15,North,Charlie,Chair,Furniture,2,149.69,0.15,78.56
516,2024-01-07,East,Liam,Mouse,Accessories,17,19.67,0,19.89
517,2024-03-30,North,Sophia,Desk,Furniture,17,222.28,0.05,163.86
518,2024-05-08,North,David,Keyboard,Accessories,11,43.14,0,25.37
519,2024-04-16,East,Alice,Laptop,Electronics,17,1490.94,0.1,1143.52
520,2024-02-14,West,Charlie,Keyboard,Accessories,11,40.04,0.15,22.53
521,2024-01-24,North,Sophia,Mouse,Accessories,26,22.61,0,15.58
522,2024-03-29,South,David,Desk,Furniture,17,292.54,0.2,122.08
523,2024-04-24,West,Sophia,Desk,Furniture,18,255.75,0,166.53
524,2024-04-11,West,Alice,Desk,Furniture,23,219.35,0.1,110.78
525,2024-02-13,East,Alice,Mouse,Accessories,30,24.64,0.2,19.71
526,2024-05-19,North,Alice,Keyboard,Accessories,5,42.94,0.05,21.91
527,2024-06-18,South,David,Keyboard,Accessories,23,42.37,0.2,23.55
528,2024-03-20,West,Eva,Keyboard,Accessories,23,51.04,0.15,34.9
529,2024-04-02,South,Eva,Headphones,Electronics,6,75.06,0.05,43.11
530,2024-05-08,South,David,Chair,Furniture,14,141.27,0.15,63.46
531,2024-03-18,East,Eva,Chair,Furniture,23,140.71,0.1,64.91
532,2024-03-15,West,Eva,Keyboard,Accessories,24,38.59,0,31.6
533,2024-05-18,West,Sophia,Chair,Furniture,16,110.7,0.12,42.59
534,2024-06-10,North,Eva,Chair,Furniture,24,71.1,0.15,70.41
535,2024-04-09,West,Charlie,Chair,Furniture,3,110.06,0.15,64.67
536,2024-02-04,East,Sophia,Mouse,Accessories,7,15.56,0.15,14.29
537,2024-06-30,West,Charlie,Monitor,Electronics,8,257.13,0.12,212.0
538,2024-03-06,North,Liam,Monitor,Electronics,25,406.3,0,212.91
539,2024-04-29,East,Charlie,Headphones,Electronics,8,103.49,0.1,60.69
540,2024-01-24,West,Bob,Headphones,Electronics,3,146.99,0,42.56
541,2024-04-04,South,Charlie,Desk,Furniture,27,206.1,0.12,175.94
542,2024-05-20,West,Eva,Laptop,Electronics,14,1475.06,0.1,1167.77
543,2024-01-22,East,Alice,Mouse,Accessories,22,26.4,0.05,14.63
544,2024-04-04,North,Alice,Monitor,Electronics,28,413.24,0.15,282.42
545,2024-04-24,North,Alice,Laptop,Electronics,2,1551.46,0.05,1149.14
546,2024-03-27,West,Bob,Laptop,Electronics,3,1560.97,0.2,1171.48
547,2024-02-05,North,Sophia,Monitor,Electronics,14,390.12,0.12,279.86
548,2024-02-23,North,Eva,Monitor,Electronics,17,292.07,0.12,181.85
549,2024-04-18,North,Sophia,Headphones,Electronics,7,111.53,0.2,62.24
550,2024-04-21,South,David,Mouse,Accessories,26,23.8,0,15.58
551,2024-04-19,East,Liam,Mouse,Accessories,13,16.2,0.2,10.35
552,2024-01-19,South,Sophia,Chair,Furniture,22,120.95,0.2,56.0
553,2024-03-27,North,Alice,Mouse,Accessories,14,24.53,0.2,14.41
554,2024-06-21,West,Eva,Headphones,Electronics,6,77.93,0.05,40.77
555,2024-03-14,East,Bob,Monitor,Electronics,21,342.72,0.05,169.91
556,2024-05-21,South,Eva,Headphones,Electronics,5,64.71,0,49.97
557,2024-01-08,South,Alice,Mouse,Accessories,2,21.14,0.1,15.26
558,2024-03-30,East,Alice,Headphones,Electronics,11,123.27,0,72.58
559,2024-05-01,East,Liam,Headphones,Electronics,17,130.98,0,67.48
560,2024-06-27,South,Alice,Desk,Furniture,8,227.6,0.2,85.66
561,2024-02-27,North,Sophia,Mouse,Accessories,9,22.29,0,11.84
562,2024-01-18,East,Charlie,Laptop,Electronics,14,1608.96,0.1,966.02
563,2024-06-22,West,David,Desk,Furniture,14,236.96,0,111.87
564,2024-05-19,West,David,Keyboard,Accessories,7,37.8,0.2,29.4
565,2024-04-15,East,Charlie,Laptop,Electronics,24,1116.03,0,1107.23
566,2024-03-09,West,Bob,Keyboard,Accessories,13,41.15,0.12,25.82
567,2024-02-28,South,Liam,Mouse,Accessories,12,24.7,0.15,11.26
568,2024-04-06,East,Eva,Mouse,Accessories,28,18.02,0.12,12.84
569,2024-05-02,South,Alice,Desk,Furniture,25,201.37,0.15,82.23
570,2024-02-01,North,Bob,Keyboard,Accessories,28,40.96,0.12,32.13
571,2024-03-31,South,Alice,Chair,Furniture,23,159.83,0.15,60.66
572,2024-05-03,East,Liam,Laptop,Electronics,21,1339.74,0,1122.04
573,2024-05-03,South,David,Mouse,Accessories,3,20.03,0.12,17.3
574,2024-01-02,South,David,Keyboard,Accessories,9,48.23,0.2,28.12
575,2024-04-28,West,Bob,Headphones,Electronics,11,89.59,0.12,46.75
576,2024-03-14,South,Liam,Laptop,Electronics,21,1239.48,0.1,1149.26
577,2024-06-04,North,David,Desk,Furniture,30,235.09,0.15,173.86
578,2024-02-21,East,Bob,Mouse,Accessories,3,28.44,0.15,16.98
579,2024-02-16,North,Charlie,Desk,Furniture,10,181.39,0.2,118.78
580,2024-05-06,East,Eva,Chair,Furniture,4,139.05,0,40.51
581,2024-06-12,South,Sophia,Keyboard,Accessories,12,39.46,0.2,24.46
582,2024-03-10,West,David,Chair,Furniture,18,158.83,0,53.98
583,2024-02-05,East,Bob,Headphones,Electronics,14,85.58,0.1,84.47
584,2024-01-06,East,Charlie,Desk,Furniture,26,156.18,0.1,95.52
585,2024-05-03,West,Eva,Monitor,Electronics,6,287.78,0,251.06
586,2024-01-01,South,Charlie,Chair,Furniture,22,124.54,0.1,79.33
587,2024-02-02,South,David,Chair,Furniture,7,132.1,0.2,51.06
588,2024-01-23,North,Charlie,Laptop,Electronics,22,1697.0,0.05,1158.59
589,2024-04-30,South,Charlie,Headphones,Electronics,14,102.37,0.1,83.77
590,2024-03-08,West,Alice,Mouse,Accessories,22,23.9,0.12,16.34
591,2024-05-25,South,Bob,Chair,Furniture,18,101.68,0.12,88.93
592,2024-03-08,East,Sophia,Laptop,Electronics,25,1458.12,0.12,1298.9
593,2024-04-29,South,Sophia,Chair,Furniture,20,104.18,0.2,72.73
594,2024-01-10,East,Sophia,Keyboard,Accessories,7,47.3,0.05,28.14
595,2024-02-13,North,Charlie,Laptop,Electronics,14,1662.47,0.12,1208.22
596,2024-02-09,South,Charlie,Headphones,Electronics,20,90.22,0.12,67.26
597,2024-01-15,East,Bob,Monitor,Electronics,22,299.04,0.05,222.8
598,2024-05-21,North,David,Desk,Furniture,10,185.92,0.1,120.89
599,2024-02-13,East,David,Laptop,Electronics,17,1545.54,0,1229.73
600,2024-04-04,North,Sophia,Desk,Furniture,23,140.03,0.15,159.4
601,2024-05-28,South,Liam,Monitor,Electronics,27,390.52,0,254.14
602,2024-05-22,South,Liam,Chair,Furniture,29,119.28,0.1,49.56
603,2024-03-19,North,Liam,Chair,Furniture,25,121.74,0.1,71.97
604,2024-01-31,West,Alice,Desk,Furniture,6,200.05,0.12,114.36
605,2024-04-17,South,Eva,Headphones,Electronics,3,101.43,0,84.81
606,2024-01-15,East,David,Laptop,Electronics,4,1431.67,0.15,1187.98
607,2024-01-19,South,Alice,Mouse,Accessories,22,20.27,0.12,17.94
608,2024-03-26,South,David,Headphones,Electronics,16,142.1,0.15,61.25
609,2024-06-23,North,Liam,Mouse,Accessories,11,19.13,0,16.28
610,2024-02-04,South,Liam,Mouse,Accessories,14,29.49,0.15,17.03
611,2024-03-20,South,Bob,Keyboard,Accessories,11,36.41,0.1,27.21
612,2024-06-06,West,Liam,Laptop,Electronics,16,1655.45,0.12,994.95
613,2024-02-03,South,David,Monitor,Electronics,9,278.64,0.05,256.24
614,2024-06-16,South,Sophia,Headphones,Electronics,8,147.5,0.05,77.58
615,2024-05-05,South,Charlie,Headphones,Electronics,8,91.95,0.05,67.24
616,2024-03-16,North,David,Mouse,Accessories,2,21.62,0.1,13.33
617,2024-02-13,South,Alice,Keyboard,Accessories,26,41.66,0,26.89
618,2024-04-24,West,Alice,Mouse,Accessories,15,19.63,0,13.68
619,2024-04-18,South,Eva,Headphones,Electronics,28,139.72,0.2,65.53
620,2024-06-06,East,David,Keyboard,Accessories,20,53.12,0.05,21.11
621,2024-01-27,North,Liam,Headphones,Electronics,2,62.66,0.12,54.89
622,2024-06-20,North,Liam,Laptop,Electronics,25,1172.82,0.2,1086.4
623,2024-01-14,North,Sophia,Desk,Furniture,25,180.16,0.05,127.51
624,2024-02-02,East,Charlie,Mouse,Accessories,20,24.14,0.2,10.41
625,2024-06-30,South,Eva,Chair,Furniture,4,77.2,0,41.68
626,2024-06-11,South,Alice,Laptop,Electronics,29,1426.35,0,1045.31
627,2024-04-12,East,Alice,Monitor,Electronics,16,436.51,0.12,238.83
628,2024-05-03,East,Sophia,Chair,Furniture,25,90.8,0.2,57.54
629,2024-03-21,West,Eva,Keyboard,Accessories,2,51.5,0,28.56
630,2024-02-01,West,Eva,Keyboard,Accessories,4,37.6,0,30.36
631,2024-06-03,West,Eva,Laptop,Electronics,3,1300.24,0.2,1312.35
632,2024-04-16,East,Eva,Headphones,Electronics,24,146.6,0.15,78.32
633,2024-01-24,North,Bob,Desk,Furniture,19,178.18,0.1,123.18
634,2024-06-09,West,Sophia,Keyboard,Accessories,19,52.17,0.2,34.62
635,2024-06-24,West,Sophia,Chair,Furniture,18,75.94,0.1,94.08
636,2024-02-13,North,Charlie,Chair,Furniture,7,102.81,0,65.91
637,2024-01-17,West,Bob,Keyboard,Accessories,19,36.51,0.1,25.55
638,2024-02-05,East,Sophia,Keyboard,Accessories,9,53.49,0.12,25.14
639,2024-04-03,North,Alice,Desk,Furniture,11,226.9,0.15,98.19
640,2024-02-21,North,Eva,Laptop,Electronics,30,1198.93,0.1,952.8
641,2024-06-08,North,Sophia,Desk,Furniture,25,198.82,0,178.02
642,2024-05-12,North,Eva,Desk,Furniture,8,159.82,0,101.67
643,2024-02-08,North,Eva,Mouse,Accessories,28,23.99,0.15,19.19
644,2024-05-30,West,Alice,Chair,Furniture,8,112.06,0.15,77.79
645,2024-04-23,North,Alice,Headphones,Electronics,10,132.48,0.05,65.56
646,2024-02-22,North,Sophia,Keyboard,Accessories,11,50.9,0.12,25.71
647,2024-06-19,South,Bob,Headphones,Electronics,27,118.96,0.2,78.92
648,2024-06-30,South,Alice,Monitor,Electronics,17,303.81,0.2,208.45
649,2024-01-28,East,Bob,Chair,Furniture,5,145.56,0.1,89.39
650,2024-01-12,North,Liam,Desk,Furniture,24,292.36,0,83.98
651,2024-05-01,South,Charlie,Keyboard,Accessories,17,39.91,0.15,33.82
652,2024-01-20,West,Eva,Keyboard,Accessories,16,47.18,0,25.53
653,2024-06-27,East,Eva,Mouse,Accessories,11,20.74,0.1,10.51
654,2024-02-25,South,Bob,Headphones,Electronics,6,73.42,0.2,78.91
655,2024-06-22,North,Sophia,Chair,Furniture,5,142.99,0.1,40.34
656,2024-05-27,South,Liam,Monitor,Electronics,4,288.99,0.12,157.7
657,2024-04-16,South,Eva,Desk,Furniture,20,149.1,0,113.96
658,2024-05-15,West,Liam,Mouse,Accessories,16,19.03,0,11.25
659,2024-04-21,North,Bob,Keyboard,Accessories,18,50.61,0,34.85
660,2024-04-08,North,Sophia,Monitor,Electronics,22,344.78,0.1,244.13
661,2024-04-15,South,Charlie,Desk,Furniture,27,299.62,0.1,105.56
662,2024-05-05,South,Sophia,Chair,Furniture,8,70.95,0.1,66.69
663,2024-06-18,West,Charlie,Headphones,Electronics,2,126.38,0,63.12
664,2024-03-10,South,David,Monitor,Electronics,15,253.14,0.2,240.42
665,2024-05-26,West,Charlie,Monitor,Electronics,15,341.21,0.12,234.26
666,2024-01-19,East,Eva,Laptop,Electronics,19,1434.3,0.15,1132.1
667,2024-06-23,East,Eva,Headphones,Electronics,12,109.01,0.15,49.31
668,2024-06-19,South,Charlie,Headphones,Electronics,24,89.5,0,57.49
669,2024-04-17,East,Bob,Chair,Furniture,12,124.92,0,82.46
670,2024-01-07,East,Bob,Headphones,Electronics,1,84.88,0.1,65.34
671,2024-03-21,West,Sophia,Laptop,Electronics,29,1270.9,0.1,1043.23
672,2024-04-20,West,Alice,Keyboard,Accessories,30,52.46,0.15,31.27
673,2024-03-19,West,Charlie,Keyboard,Accessories,23,38.04,0.2,31.29
674,2024-05-31,South,Charlie,Chair,Furniture,28,141.42,0.12,99.55
675,2024-06-28,South,Sophia,Headphones,Electronics,10,117.52,0.15,43.83
676,2024-02-01,North,Liam,Laptop,Electronics,22,1574.56,0,1391.19
677,2024-02-05,South,Liam,Monitor,Electronics,30,364.95,0.1,156.37
678,2024-06-11,East,Alice,Keyboard,Accessories,23,41.19,0.15,27.98
679,2024-03-13,North,Bob,Keyboard,Accessories,4,51.0,0.05,28.68
680,2024-04-25,North,David,Keyboard,Accessories,12,37.28,0.1,25.44
681,2024-05-10,East,Liam,Mouse,Accessories,7,28.74,0.2,17.38
682,2024-05-15,South,Alice,Desk,Furniture,4,170.46,0.12,136.3
683,2024-01-02,West,Charlie,Laptop,Electronics,2,1374.5,0.15,1332.19
684,2024-04-04,South,Charlie,Monitor,Electronics,22,420.1,0.15,261.2
685,2024-06-13,East,Liam,Desk,Furniture,8,164.58,0.12,151.08
686,2024-04-02,South,David,Keyboard,Accessories,21,52.49,0.1,34.62
687,2024-05-31,West,David,Laptop,Electronics,21,1698.55,0.1,1093.71
688,2024-01-26,North,Eva,Laptop,Electronics,19,1516.36,0.1,1225.8
689,2024-03-01,East,Bob,Chair,Furniture,23,88.86,0.1,40.26
690,2024-06-08,East,David,Chair,Furniture,23,128.9,0.12,54.24
691,2024-06-09,South,Charlie,Desk,Furniture,9,259.12,0.15,99.05
692,2024-06-26,East,Sophia,Chair,Furniture,4,88.2,0.2,88.89
693,2024-02-18,North,Bob,Mouse,Accessories,27,17.7,0.05,13.57
694,2024-03-01,East,Bob,Keyboard,Accessories,30,43.34,0.2,27.88
695,2024-01-14,West,Alice,Keyboard,Accessories,10,40.74,0.15,29.39
696,2024-02-22,East,Bob,Mouse,Accessories,16,24.15,0.2,13.6
697,2024-03-11,East,Sophia,Monitor,Electronics,8,398.49,0.2,244.17
698,2024-02-09,North,Eva,Mouse,Accessories,14,29.94,0,11.87
699,2024-04-09,West,David,Keyboard,Accessories,16,52.43,0.12,32.0
700,2024-05-10,South,Liam,Monitor,Electronics,25,269.62,0.1,266.71
701,2024-06-09,South,Liam,Laptop,Electronics,27,1210.78,0.2,1122.61
702,2024-01-04,West,Charlie,Headphones,Electronics,4,62.94,0.2,52.58
703,2024-04-28,East,Liam,Keyboard,Accessories,11,43.93,0,27.57
704,2024-05-28,South,David,Keyboard,Accessories,22,37.92,0.12,33.82
705,2024-03-02,North,Bob,Mouse,Accessories,6,20.17,0.05,13.59
706,2024-04-18,East,David,Desk,Furniture,18,270.02,0.15,83.79
707,2024-01-06,South,Charlie,Monitor,Electronics,6,287.64,0.15,280.0
708,2024-04-06,South,Liam,Mouse,Accessories,19,17.82,0,15.88
709,2024-02-07,South,Sophia,Headphones,Electronics,15,108.17,0.15,66.2
710,2024-03-05,East,Sophia,Monitor,Electronics,12,377.04,0.05,255.96
711,2024-03-07,South,Bob,Laptop,Electronics,29,1399.23,0.12,1219.6
712,2024-06-09,West,Alice,Monitor,Electronics,20,438.7,0.12,174.53
713,2024-03-31,East,Sophia,Chair,Furniture,4,72.79,0.1,93.38
714,2024-01-01,East,David,Chair,Furniture,30,90.48,0.1,78.57
715,2024-06-18,East,Charlie,Mouse,Accessories,29,29.88,0,14.0
716,2024-03-12,West,David,Headphones,Electronics,10,102.72,0.12,60.35
717,2024-01-29,East,Sophia,Laptop,Electronics,28,1777.02,0.1,1195.77
718,2024-03-06,South,Charlie,Desk,Furniture,30,168.31,0.15,92.82
719,2024-03-09,South,Charlie,Headphones,Electronics,16,109.75,0.12,54.03
720,2024-02-09,East,Charlie,Chair,Furniture,27,119.09,0.2,71.14
721,2024-05-02,West,Charlie,Laptop,Electronics,3,1667.77,0,1278.7
722,2024-04-26,East,Liam,Keyboard,Accessories,22,51.64,0.05,30.29
723,2024-01-14,East,Liam,Headphones,Electronics,4,78.08,0.15,48.92
724,2024-06-12,East,Alice,Headphones,Electronics,26,132.65,0.1,51.18
725,2024-04-15,South,Alice,Mouse,Accessories,8,21.18,0.1,12.43
726,2024-01-21,South,David,Laptop,Electronics,10,1202.27,0.15,1308.77
727,2024-06-26,East,Charlie,Keyboard,Accessories,9,53.03,0.12,27.84
728,2024-03-07,West,Eva,Laptop,Electronics,26,1624.33,0.1,1033.9
729,2024-05-09,South,Alice,Mouse,Accessories,27,16.97,0.15,12.53
730,2024-03-03,West,Charlie,Monitor,Electronics,9,311.41,0,205.94
731,2024-06-11,South,Sophia,Chair,Furniture,22,78.56,0.1,94.48
732,2024-01-24,East,Eva,Chair,Furniture,8,101.58,0.2,41.25
733,2024-01-23,North,Liam,Keyboard,Accessories,13,40.6,0.15,31.95
734,2024-04-01,West,Eva,Headphones,Electronics,29,66.46,0.1,53.21
735,2024-01-30,North,Alice,Chair,Furniture,22,73.29,0.05,56.82
736,2024-01-18,North,Alice,Desk,Furniture,20,285.88,0.2,166.87
737,2024-02-11,South,David,Headphones,Electronics,7,138.13,0.15,68.03
738,2024-06-05,South,Alice,Laptop,Electronics,19,1628.91,0.05,976.09
739,2024-06-18,East,Liam,Monitor,Electronics,1,338.09,0.12,274.09
740,2024-06-15,South,Liam,Keyboard,Accessories,12,48.25,0.15,23.52
741,2024-02-15,West,David,Laptop,Electronics,21,1263.48,0.05,1105.46
742,2024-05-20,West,Alice,Desk,Furniture,16,156.62,0.1,109.03
743,2024-02-17,West,David,Headphones,Electronics,20,141.06,0.15,72.87
744,2024-02-06,North,Bob,Monitor,Electronics,12,282.71,0.12,221.08
745,2024-01-11,West,David,Laptop,Electronics,28,1751.67,0.05,1148.91
746,2024-03-02,South,Charlie,Mouse,Accessories,7,29.3,0.12,16.51
747,2024-05-07,East,Charlie,Monitor,Electronics,18,275.76,0.05,254.98
748,2024-02-05,South,Alice,Desk,Furniture,4,171.56,0.12,123.13
749,2024-06-16,West,David,Laptop,Electronics,7,1412.34,0.15,1017.07
750,2024-01-26,North,Eva,Mouse,Accessories,30,26.56,0.2,19.07
751,2024-01-08,East,Liam,Mouse,Accessories,30,19.47,0.2,10.39
752,2024-06-08,South,Eva,Desk,Furniture,26,263.31,0.15,84.3
753,2024-06-17,North,Sophia,Keyboard,Accessories,19,50.36,0,33.03
754,2024-03-05,East,Alice,Monitor,Electronics,12,310.51,0.1,184.53
755,2024-03-15,South,Charlie,Headphones,Electronics,11,142.37,0.15,50.62
756,2024-05-02,West,Bob,Keyboard,Accessories,19,52.39,0.05,31.72
757,2024-05-16,East,David,Chair,Furniture,27,85.2,0,80.03
758,2024-01-31,North,Eva,Headphones,Electronics,4,63.39,0.1,70.72
759,2024-06-16,South,Liam,Chair,Furniture,24,143.58,0.1,92.18
760,2024-06-16,West,Sophia,Mouse,Accessories,22,20.61,0.1,18.35
761,2024-01-08,East,Sophia,Keyboard,Accessories,11,44.61,0,21.94
762,2024-03-05,North,Liam,Chair,Furniture,16,86.39,0.1,63.59
763,2024-05-15,West,David,Monitor,Electronics,5,258.04,0.1,280.97
764,2024-05-18,West,Eva,Chair,Furniture,8,110.95,0.05,79.4
765,2024-03-03,West,Eva,Headphones,Electronics,15,119.45,0.12,43.74
766,2024-01-07,South,Bob,Monitor,Electronics,19,347.44,0,183.35
767,2024-06-01,West,Charlie,Desk,Furniture,17,261.8,0.12,83.61
768,2024-02-21,South,Liam,Chair,Furniture,17,76.98,0.2,84.61
769,2024-03-02,East,David,Monitor,Electronics,27,252.74,0.1,235.57
770,2024-03-28,South,Sophia,Desk,Furniture,21,252.19,0.2,166.02
771,2024-02-15,East,Liam,Desk,Furniture,4,207.84,0.15,122.16
772,2024-06-13,East,Bob,Keyboard,Accessories,28,51.08,0,22.85
773,2024-04-16,South,Charlie,Chair,Furniture,4,105.2,0.1,64.98
774,2024-05-11,South,Bob,Laptop,Electronics,30,1614.44,0.1,1118.42
775,2024-04-25,East,Charlie,Keyboard,Accessories,13,54.41,0.05,33.77
776,2024-04-11,West,Liam,Keyboard,Accessories,29,52.46,0.05,24.42
777,2024-03-04,East,David,Keyboard,Accessories,29,54.23,0,23.29
778,2024-06-17,South,Bob,Headphones,Electronics,14,111.56,0.05,74.81
779,2024-03-28,West,Sophia,Headphones,Electronics,9,120.8,0.12,63.88
780,2024-06-13,East,David,Monitor,Electronics,24,347.18,0.1,218.99
781,2024-02-29,East,Bob,Laptop,Electronics,2,1108.02,0.15,1186.64
782,2024-05-09,West,Eva,Headphones,Electronics,6,90.91,0,68.32
783,2024-03-16,East,Charlie,Chair,Furniture,12,109.49,0.15,70.91
784,2024-02-06,South,Liam,Keyboard,Accessories,24,45.42,0.2,33.94
785,2024-05-19,East,Liam,Chair,Furniture,15,159.81,0.2,55.22
786,2024-02-03,East,Sophia,Headphones,Electronics,11,108.89,0.1,76.07
787,2024-05-30,West,Charlie,Chair,Furniture,26,112.03,0.05,54.19
788,2024-05-25,North,Charlie,Headphones,Electronics,17,134.19,0.15,70.96
789,2024-03-18,North,Alice,Mouse,Accessories,8,28.02,0.05,14.43
790,2024-06-28,North,Bob,Headphones,Electronics,6,62.61,0.15,82.99
791,2024-03-06,East,Bob,Monitor,Electronics,27,419.77,0.05,195.09
792,2024-04-10,East,Sophia,Chair,Furniture,6,104.61,0,88.77
793,2024-05-18,West,Charlie,Mouse,Accessories,1,26.59,0.15,18.74
794,2024-01-07,East,Bob,Mouse,Accessories,11,19.68,0.12,18.95
795,2024-02-28,South,Sophia,Laptop,Electronics,25,1678.12,0.12,1296.84
796,2024-06-13,South,David,Keyboard,Accessories,12,42.03,0,22.3
797,2024-03-27,West,Charlie,Desk,Furniture,9,249.42,0,80.42
798,2024-04-19,West,Alice,Chair,Furniture,3,138.8,0.05,63.01
799,2024-04-04,East,Bob,Mouse,Accessories,2,20.39,0.15,10.04
800,2024-03-13,West,Bob,Keyboard,Accessories,15,51.72,0,32.27
801,2024-04-01,East,David,Chair,Furniture,29,95.49,0.05,93.87
802,2024-05-16,West,Liam,Laptop,Electronics,25,1615.01,0.12,1289.03
803,2024-01-13,West,David,Keyboard,Accessories,2,37.1,0.05,29.36
804,2024-02-19,East,Liam,Desk,Furniture,9,233.7,0.1,94.69
805,2024-02-16,West,Sophia,Mouse,Accessories,5,23.64,0.2,12.19
806,2024-03-18,West,Alice,Mouse,Accessories,22,16.96,0,19.95
807,2024-05-26,East,Sophia,Mouse,Accessories,23,28.18,0.12,18.56
808,2024-02-14,West,Alice,Laptop,Electronics,22,1289.76,0,1371.41
809,2024-04-13,East,Bob,Monitor,Electronics,9,381.77,0.1,156.09
810,2024-02-21,North,Bob,Laptop,Electronics,26,1713.23,0.15,911.58
811,2024-03-03,North,Bob,Desk,Furniture,21,201.58,0.15,112.94
812,2024-02-04,East,Liam,Headphones,Electronics,16,90.64,0.15,54.43
813,2024-02-26,East,Bob,Laptop,Electronics,30,1432.57,0.05,1218.75
814,2024-06-10,East,Alice,Desk,Furniture,26,214.1,0.12,157.41
815,2024-02-07,South,Liam,Mouse,Accessories,16,25.91,0,18.24
816,2024-04-29,North,Liam,Desk,Furniture,5,239.4,0.2,177.44
817,2024-06-11,East,Charlie,Mouse,Accessories,12,26.02,0.2,16.73
818,2024-05-22,South,David,Chair,Furniture,14,106.6,0.15,48.06
819,2024-03-25,South,Liam,Chair,Furniture,14,117.84,0.2,88.63
820,2024-06-18,West,Eva,Laptop,Electronics,26,1692.55,0.2,1300.67
821,2024-01-24,East,Sophia,Headphones,Electronics,29,147.89,0.12,80.58
822,2024-06-19,North,David,Mouse,Accessories,23,23.03,0.1,13.24
823,2024-01-15,North,Bob,Headphones,Electronics,23,80.05,0.05,60.97
824,2024-03-10,North,Sophia,Chair,Furniture,4,150.35,0.2,60.13
825,2024-06-04,South,Alice,Laptop,Electronics,21,1463.15,0.1,1099.75
